ordinal,item,itemLabel,inception,inceptionPrecision,startTime,startTimePrecision,abolished,abolishedPrecision,endTime,endTimePrecision,replaces,replacesLabel,replacedBy,replacedByLabel,follows,followsLabel,followedBy,followedByLabel
,Q727348,Provisional Government of Belgium,1830-09-24,11,,,1831-02-24,11,,,,,Q2409844,Government Gerlache-Goblet d'Alviella,,,,
,Q2409844,Government Gerlache-Goblet d'Alviella,1831-02-26,11,,,1831-03-23,11,,,Q727348,Provisional Government of Belgium,Q3112223,Government Lebeau I,,,,
,Q3112223,Government Lebeau I,1831-03-23,11,,,1831-07-21,11,,,Q2409844,Government Gerlache-Goblet d'Alviella,Q2182073,de Mûelenaere government,,,,
,Q2182073,de Mûelenaere government,1831-07-26,11,,,1832-09-17,11,,,Q3112223,Government Lebeau I,Q2218341,Goblet government,,,,
,Q2218341,Goblet government,1832-10-20,11,,,1834-08-04,11,,,Q2182073,de Mûelenaere government,Q3112570,de Theux I government,,,,
,Q3112570,de Theux I government,1834-08-04,11,,,1840-04-18,11,,,Q2218341,Goblet government,Q2493850,Lebeau II government,,,,
,Q2493850,Lebeau II government,1840-04-18,11,,,1841-04-13,11,,,Q3112570,de Theux I government,Q3112322,de Mûelenaere-Nothomb government,,,,
,Q3112322,de Mûelenaere-Nothomb government,1841-04-13,11,,,1843-04-16,11,,,Q2493850,Lebeau II government,Q99669084,Nothomb government,,,,
,Q99669084,Nothomb government,1843-04-16,11,,,1845-07-30,11,,,Q3112322,de Mûelenaere-Nothomb government,Q14254140,Van de Weyer government,,,,
,Q14254140,Van de Weyer government,1845-07-30,11,,,1846-03-31,11,,,Q99669084,Nothomb government,Q2182755,de Theux II government,,,,
,Q2182755,de Theux II government,1846-03-31,11,,,1847-08-12,11,,,Q14254140,Van de Weyer government,Q3112426,Rogier I government,,,,
,Q3112426,Rogier I government,1847-08-12,11,,,1852-10-31,11,,,Q2182755,de Theux II government,Q2546723,de Brouckère government,,,,
,Q2546723,de Brouckère government,1852-10-31,11,,,1855-03-30,11,,,Q3112426,Rogier I government,Q3112540,De Decker government,,,,
,Q3112540,De Decker government,1855-03-30,11,,,1857-11-09,11,,,Q2546723,de Brouckère government,Q3112429,Rogier II government,,,,
,Q3112429,Rogier II government,1857-11-09,11,,,1868-01-03,11,,,Q3112540,De Decker government,Q1871879,Frère-Orban I government,,,,
,Q1871879,Frère-Orban I government,1868-01-03,11,,,1870-07-02,11,,,Q3112429,Rogier II government,Q2207757,d'Anethan government,,,,
,Q2207757,d'Anethan government,1870-07-02,11,,,1871-12-07,11,,,Q1871879,Frère-Orban I government,Q2308181,Malou I government,,,,
,Q2308181,Malou I government,1871-12-07,11,,,1878-06-19,11,,,Q2207757,d'Anethan government,Q2485799,Frère-Orban II government,,,,
,Q2485799,Frère-Orban II government,1878-06-19,11,,,1884-06-16,11,,,Q2308181,Malou I government,Q2214140,Malou II government,,,,
,Q2214140,Malou II government,1884-06-16,11,,,1884-10-26,11,,,Q2485799,Frère-Orban II government,Q3269246,Beernaert government,,,,
,Q3269246,Beernaert government,1884-10-26,11,,,1894-03-26,11,,,Q2214140,Malou II government,Q2637306,de Burtlet government,,,,
,Q2637306,de Burtlet government,1894-03-26,11,,,1896-02-25,11,,,Q3269246,Beernaert government,Q2014319,de Smet de Naeyer I government,,,,
,Q2014319,de Smet de Naeyer I government,1896-02-25,11,,,1899-01-24,11,,,Q2637306,de Burtlet government,Q1809408,Vandenpeereboom Government,,,,
,Q1809408,Vandenpeereboom Government,1899-01-24,11,,,1899-07-31,11,,,Q2014319,de Smet de Naeyer I government,Q3112565,de Smet de Naeyer II government,,,,
,Q3112565,de Smet de Naeyer II government,1899-08-05,11,,,1907-05-02,11,,,Q1809408,Vandenpeereboom Government,Q2560856,de Trooz government,,,,
,Q2560856,de Trooz government,1907-05-02,11,,,1908-01-09,11,,,Q3112565,de Smet de Naeyer II government,Q2806678,Schollaert government,,,,
,Q2806678,Schollaert government,1908-01-09,11,,,1911-06-18,11,,,Q2560856,de Trooz government,Q2338614,De Broqueville government in exile,,,,
,Q2338614,De Broqueville government in exile,1911-06-18,11,,,1916-01-18,11,,,Q2806678,Schollaert government,Q99662861,De Broqueville II government,,,,
,Q99662861,De Broqueville II government,1916-01-19,11,,,1918-06-01,11,,,Q2338614,De Broqueville government in exile,Q3111982,Cooreman government,,,,
,Q3111982,Cooreman government,1918-06-01,11,,,1918-11-21,11,,,Q99662861,De Broqueville II government,Q2282076,Delacroix I government,,,,
,Q2282076,Delacroix I government,1918-11-21,11,,,1919-12-02,11,,,Q3111982,Cooreman government,Q3112004,Delacroix II government,,,,
,Q3112004,Delacroix II government,1919-12-02,11,,,1920-11-20,11,,,Q2282076,Delacroix I government,Q2088404,Carton de Wiart government,,,,
,Q2088404,Carton de Wiart government,1920-11-20,11,,,1921-12-16,11,,,Q3112004,Delacroix II government,Q14254119,Theunis I government,,,,
,Q14254119,Theunis I government,1921-12-16,11,,,1923-06-29,11,,,Q2088404,Carton de Wiart government,Q2565201,Theunis II government,,,,
,Q2565201,Theunis II government,1923-06-29,11,,,1924-03-11,11,,,Q14254119,Theunis I government,Q99726491,Theunis III government,,,,
,Q99726491,Theunis III government,1924-03-11,11,,,1925-05-13,11,,,Q2565201,Theunis II government,Q2208732,Vande Vyvere government,,,,
,Q2208732,Vande Vyvere government,1925-05-13,11,,,1925-06-17,11,,,Q99726491,Theunis III government,Q3112399,Poullet government,,,,
,Q3112399,Poullet government,1925-06-17,11,,,1926-05-20,11,,,Q2208732,Vande Vyvere government,,,,,,
,Q2009450,Jaspar I government,1926-05-20,11,,,1927-11-21,11,,,,,,,,,,
,Q3112154,Jaspar II government,1927-11-22,11,,,1931-06-06,11,,,,,,,,,,
,Q104612408,Q104612408,1929-12-04,11,,,1931-06-06,11,,,,,,,,,,
,Q2856552,Renkin government,1931-06-15,11,,,1932-10-18,11,,,,,Q1862530,de Broqueville III government,,,,
,Q104612433,Q104612433,1932-05-23,11,,,1932-10-22,11,,,,,,,,,,
,Q1862530,de Broqueville III government,1932-10-22,11,,,1932-12-17,11,,,Q2856552,Renkin government,Q99663572,De Broqueville IV government,,,,
,Q99663572,De Broqueville IV government,1932-12-17,11,,,1934-06-12,11,,,Q1862530,de Broqueville III government,Q99663596,De Broqueville V government,,,,
,Q99663596,De Broqueville V government,1934-06-12,11,,,1934-11-20,11,,,Q99663572,De Broqueville IV government,Q99726504,Theunis IV government,,,,
,Q99726504,Theunis IV government,1934-11-20,11,,,1935-03-25,11,,,Q99663596,De Broqueville V government,Q1832287,Van Zeeland I government,,,,
,Q1832287,Van Zeeland I government,1935-03-25,11,,,1936-06-13,11,,,Q99726504,Theunis IV government,,,,,,
,Q2250974,Van Zeeland II government,1936-06-13,11,,,1937-11-24,11,,,,,Q3112151,Janson government,,,,
,Q3112151,Janson government,1937-11-24,11,,,1938-05-15,11,,,Q2250974,Van Zeeland II government,Q1982786,Spaak I government,,,,
,Q1982786,Spaak I government,1938-05-15,11,,,1939-02-22,11,,,Q3112151,Janson government,Q2491000,Pierlot I government,,,,
,Q2491000,Pierlot I government,1939-02-22,11,,,1939-04-18,11,,,Q1982786,Spaak I government,Q2096937,Pierlot II government,,,,
,Q2096937,Pierlot II government,1939-04-18,11,,,1939-09-03,11,,,Q2491000,Pierlot I government,Q2283012,Pierlot III government,,,,
,Q2283012,Pierlot III government,1939-09-03,11,,,1940-08-23,11,,,Q2096937,Pierlot II government,Q112251196,Pierlot IV government,,,,
,Q112251196,Pierlot IV government,1940-01-05,11,,,1940-10-31,11,,,Q2283012,Pierlot III government,Q379472,Pierlot V government,,,,
,Q2417996,Belgian government in exile,1940-10-23,11,,,1944-01-01,9,,,,,,,,,,
,Q379472,Pierlot V government,1944-09-27,11,,,1944-12-12,11,,,,,,,,,,
,Q478411,Pierlot VII government,1944-12-12,11,,,1945-02-07,11,,,,,Q2031448,Van Acker I government,,,,
,Q2031448,Van Acker I government,1945-02-12,11,,,1945-06-15,11,,,Q478411,Pierlot VII government,Q3112499,Van Acker II government,,,,
,Q3112499,Van Acker II government,1945-08-02,11,,,1946-02-12,11,,,Q2031448,Van Acker I government,Q2723978,Spaak II government,,,,
,Q2723978,Spaak II government,1946-03-13,11,,,1946-03-31,11,,,Q3112499,Van Acker II government,Q765383,Van Acker III government,,,,
,Q765383,Van Acker III government,1946-03-31,11,,,1946-08-03,11,,,Q2723978,Spaak II government,Q2911051,Huysmans government,,,,
,Q2911051,Huysmans government,1946-08-03,11,,,1947-03-20,11,,,Q765383,Van Acker III government,Q2357362,Spaak III government,,,,
,Q2357362,Spaak III government,1947-03-20,11,,,1948-11-27,11,,,Q2911051,Huysmans government,Q1945460,Spaak IV government,,,,
,Q1945460,Spaak IV government,1948-11-27,11,,,1949-08-11,11,,,Q2357362,Spaak III government,Q2672162,G. Eyskens I government,,,,
,Q2672162,G. Eyskens I government,1949-08-11,11,,,1950-06-08,11,,,Q1945460,Spaak IV government,Q2402103,Duvieusart government,,,,
,Q2402103,Duvieusart government,1950-06-08,11,,,1950-08-16,11,,,Q2672162,G. Eyskens I government,Q3112369,Pholien government,,,,
,Q3112369,Pholien government,1950-08-16,11,,,1952-01-15,11,,,Q2402103,Duvieusart government,Q2375050,Van Houtte government,,,,
,Q2375050,Van Houtte government,1952-01-15,11,,,1954-04-23,11,,,Q3112369,Pholien government,Q2744893,Van Acker IV government,,,,
,Q2744893,Van Acker IV government,1954-04-23,11,,,1958-06-26,11,,,Q2375050,Van Houtte government,Q1847666,G. Eyskens II government,,,,
,Q1847666,G. Eyskens II government,1958-06-26,11,,,1958-11-06,11,,,Q2744893,Van Acker IV government,Q2285964,G. Eyskens III government,,,,
,Q2285964,G. Eyskens III government,1958-11-06,11,,,1960-09-03,11,,,Q1847666,G. Eyskens II government,Q2448190,G. Eyskens III government (reshuffle),,,,
,Q2448190,G. Eyskens III government (reshuffle),1960-09-03,11,,,1961-04-25,11,,,Q2285964,G. Eyskens III government,Q3112225,Lefèvre government,,,,
,Q3112225,Lefèvre government,1961-04-25,11,,,1965-07-28,11,,,Q2448190,G. Eyskens III government (reshuffle),Q2532491,Harmel government,,,,
,Q2532491,Harmel government,1965-07-28,11,,,1966-03-19,11,,,Q3112225,Lefèvre government,Q3112504,Vanden Boeynants I government,,,,
,Q3112504,Vanden Boeynants I government,1966-03-19,11,,,1968-06-17,11,,,Q2532491,Harmel government,Q5368310,G. Eyskens IV government,,,,
,Q5368310,G. Eyskens IV government,1968-06-17,11,,,1972-01-20,11,,,Q3112504,Vanden Boeynants I government,Q2446869,G. Eyskens V government,,,,
,Q2446869,G. Eyskens V government,1972-01-20,11,,,1973-01-26,11,,,Q5368310,G. Eyskens IV government,Q2655203,Leburton I government,,,,
,Q2655203,Leburton I government,1973-01-26,11,,,1973-10-23,11,,,Q2446869,G. Eyskens V government,Q2620604,Leburton II government,,,,
,Q2620604,Leburton II government,1973-10-23,11,,,1974-04-25,11,,,Q2655203,Leburton I government,Q2182457,Tindemans I government,,,,
,Q2182457,Tindemans I government,1974-04-25,11,,,1974-06-11,11,,,Q2620604,Leburton II government,Q18400506,Tindemans II government,,,,
,Q18400506,Tindemans II government,1974-06-11,11,,,1977-03-06,11,,,Q2182457,Tindemans I government,Q3112489,Tindemans III government,,,,
,Q3112489,Tindemans III government,1977-03-06,11,,,1977-06-03,11,,,Q18400506,Tindemans II government,Q3112490,Tindemans IV government,,,,
,Q3112490,Tindemans IV government,1977-06-03,11,,,1978-10-20,11,,,Q3112489,Tindemans III government,Q2394753,Vanden Boeynants II government,,,,
,Q2394753,Vanden Boeynants II government,1978-10-20,11,,,1979-04-03,11,,,Q3112490,Tindemans IV government,Q2102537,Martens I Government,,,,
,Q2102537,Martens I Government,1979-04-03,11,,,1980-01-23,11,,,Q2394753,Vanden Boeynants II government,Q2621301,Martens II government,,,,
,Q2621301,Martens II government,1980-01-23,11,,,1980-05-18,11,,,Q2102537,Martens I Government,Q617734,Martens III government,,,,
,Q617734,Martens III government,1980-05-18,11,,,1980-10-22,11,,,Q2621301,Martens II government,Q2381195,Martens IV government,,,,
,Q2381195,Martens IV government,1980-10-22,11,,,1981-04-06,11,,,Q617734,Martens III government,Q2793873,M. Eyskens government,,,,
,Q2793873,M. Eyskens government,1981-04-06,11,,,1981-12-17,11,,,Q2381195,Martens IV government,Q1820752,Martens V government,,,,
,Q1820752,Martens V government,1981-12-17,11,,,1985-11-28,11,,,Q2793873,M. Eyskens government,Q591784,Martens VI government,,,,
,Q591784,Martens VI government,1985-11-28,11,,,1987-10-21,11,,,Q1820752,Martens V government,Q254081,Martens VII government,,,,
,Q254081,Martens VII government,1987-10-21,11,,,1988-05-09,11,,,Q591784,Martens VI government,Q2074979,Martens VIII government,,,,
,Q2074979,Martens VIII government,1988-05-09,11,,,1991-09-29,11,,,Q254081,Martens VII government,Q2137631,Martens IX government,,,,
,Q2137631,Martens IX government,1991-09-29,11,,,1992-03-07,11,,,Q2074979,Martens VIII government,Q2137598,Dehaene I Government,,,,
,Q2137598,Dehaene I Government,1992-03-07,11,,,1995-06-23,11,,,Q2137631,Martens IX government,Q1476252,Dehaene II Government,,,,
,Q1476252,Dehaene II Government,1995-06-23,11,,,1999-07-12,11,,,Q2137598,Dehaene I Government,Q1132656,Verhofstadt I Government,,,,
,Q1132656,Verhofstadt I Government,1999-07-12,11,,,2003-07-11,11,,,Q1476252,Dehaene II Government,Q1132001,Verhofstadt II Government,,,,
,Q1132001,Verhofstadt II Government,2003-07-11,11,,,2007-12-21,11,,,Q1132656,Verhofstadt I Government,Q1511695,Verhofstadt III Government,,,,
,Q1511695,Verhofstadt III Government,2007-12-21,11,,,2008-03-20,11,,,Q1132001,Verhofstadt II Government,Q507835,Leterme I Government,,,,
,Q507835,Leterme I Government,2008-03-30,11,,,2008-12-30,11,,,Q1511695,Verhofstadt III Government,Q916072,Van Rompuy Government,,,,
,Q916072,Van Rompuy Government,2008-12-30,11,,,2009-11-25,11,,,Q507835,Leterme I Government,Q1550761,Leterme II Government,,,,
,Q1550761,Leterme II Government,2009-11-25,11,,,2011-12-06,11,,,Q916072,Van Rompuy Government,Q1626321,Di Rupo Government,,,,
,Q1626321,Di Rupo Government,2011-12-06,11,,,2014-10-11,11,,,Q1550761,Leterme II Government,Q18196354,Michel I Government,,,,
,Q18196354,Michel I Government,2014-10-11,11,,,2018-12-09,11,,,Q1626321,Di Rupo Government,Q59582476,Michel II Government,,,,
,Q59582476,Michel II Government,2018-12-09,11,,,2019-10-27,11,,,Q18196354,Michel I Government,Q72586989,Wilmès I Government,,,,
,Q72586989,Wilmès I Government,2019-10-27,11,,,2020-03-17,11,,,Q59582476,Michel II Government,Q87810430,Wilmès II Government,,,,
,Q87810430,Wilmès II Government,2020-03-17,11,,,2020-10-01,11,,,Q72586989,Wilmès I Government,Q99749625,De Croo government,,,,
98,Q99749625,De Croo government,2020-10-01,11,,,,,,,Q87810430,Wilmès II Government,,,,,,
